customer_id,customer_name,email,phone,age,generation,postcode,postcode_area,distance_from_harrods_km,segment,customer_type,nationality,expected_annual_visits,registration_date,estimated_income,loyalty_member,preferred_contact_method,marketing_opt_in,last_campaign_response,customer_notes,clv,days_since_purchase
CUST-003357,Edward C. Sanderson,edward.sanderson@btinternet.com,+44 21 3840 5394,50,Gen X,W8 1DV,W8,2.0,At Risk,Local,UK,5,2025-05-25,107400.0,Standard,Email,True,,,56135.45,179.0
CUST-003358,Victoria H. Wade,victoria.wade@btinternet.com,+44 23 2898 3624,54,Gen X,SW3 4AH,SW3,0.8,High Potential,Local,UK,8,2024-02-16,90596.0,Standard,Email,False,Ignored,,125680.63,30.0
CUST-003359,June  Marsh,june.marsh@hotmail.co.uk,+44 42 7198 6868,41,Millennial,W1 5UD,W1,2.5,VIP,Local,UK,12,2024-09-19,94882.0,,Email,True,,,262553.74,57.0
CUST-003360,Charles F. Robinson,charles.robinson@yahoo.co.uk,,71,Boomer,SW3 1JG,SW3,0.8,Regular,Local,UK,8,2025-11-06,67625.0,Gold,Phone,True,,Referred by friend,120455.06,37.0
CUST-003361,Alison Z. Watson,alison.watson@hotmail.co.uk,+44 68 9283 8098,36,Millennial,SW3 6OS,SW3,0.8,At Risk,Local,UK,8,2024-09-07,85594.0,Standard,Email,False,Unsubscribed,,119196.84,9.0
CUST-003362,Charles C. Baker,charles.baker@yahoo.co.uk,+44 76 4449 2956,62,Boomer,W8 5VU,W8,2.0,Regular,Local,UK,5,2024-03-21,73040.0,Gold,,True,Opened,Anniversary reminder set,98180.61,46.0
CUST-003363,Margaret  Dodd,margaret.dodd@btinternet.com,+44 66 2809 8929,56,Gen X,W8 4NJ,W8,2.0,Regular,Local,UK,5,2024-01-23,80695.0,Bronze,Email,True,Unsubscribed,,10896.1,104.0
CUST-003364,Andrew R. Brown,,+44 42 9861 5351,42,Millennial,SW3 6HA,SW3,0.8,Regular,Local,UK,8,2024-09-29,104127.0,Gold,SMS,True,Unsubscribed,Prefers morning appointments,32037.48,72.0
CUST-003365,Edward H. Kirby,edward.kirby@btinternet.com,+44 64 6124 2391,63,Boomer,SW7 3QN,SW7,1.5,At Risk,Local,UK,6,2024-11-16,37498.0,,Email,False,Opened,,66293.05,74.0
CUST-003366,Lynne Q. Brown,lynne.brown@outlook.com,+44 30 1999 1156,25,Gen Z,SW10 9SB,SW10,3.8,VIP,Local,UK,6,2024-01-04,61541.0,Silver,SMS,False,,,25721.43,262.0
CUST-003367,James  Dixon,james.dixon@yahoo.co.uk,+44 56 8291 7676,58,Gen X,SW3 8QN,SW3,0.8,VIP,Local,UK,24,2024-08-15,94026.0,Silver,SMS,False,,,76737.22,2.0
CUST-003368,Dale L. Quinn,dale.quinn@yahoo.co.uk,+44 78 6145 9068,38,Millennial,SE1 6BY,SE1,5.5,At Risk,Local,UK,1,2024-01-10,59789.0,Silver,Post,False,,,66024.31,49.0
CUST-003369,James  Hughes,james.hughes@gmail.com,+44 38 4008 2374,48,Gen X,SW7 7MP,SW7,1.5,Regular,Local,UK,6,2024-11-02,107178.0,Silver,Post,False,,,117167.49,40.0
CUST-003370,Kate L. Morgan,kate.morgan@gmail.com,+44 48 8087 5928,19,Gen Z,SW3 5NW,SW3,0.8,At Risk,Local,UK,8,2025-12-13,84649.0,,Phone,True,Clicked,VIP concierge requested,20470.51,24.0
CUST-003371,James Z. Ward,james.ward@btinternet.com,+44 30 8392 8094,51,Gen X,W1 1MM,W1,2.5,Regular,Local,UK,4,2024-08-08,68271.0,Silver,Email,True,Clicked,VIP concierge requested,34946.43,11.0
CUST-003372,George I. Kelly,george.kelly@gmail.com,+44 29 9103 4368,63,Boomer,SW1 5FC,SW1,1.2,Regular,Local,UK,7,2024-04-27,78573.0,Standard,SMS,False,,Anniversary reminder set,55986.81999999999,75.0
CUST-003373,Wendy O. Collins,wendy.collins@hotmail.co.uk,+44 49 7584 1695,37,Millennial,SW11 7CD,SW11,5.0,Regular,Local,UK,2,2025-08-22,44694.0,Silver,Email,True,Unsubscribed,,3208.23,463.0
CUST-003374,Anne C. Roberts,,+44 73 3844 5457,43,Gen X,SW1 9HK,SW1,1.2,Regular,Local,UK,7,2024-04-28,62749.0,Gold,Post,False,Unsubscribed,,42021.28,134.0
CUST-003375,Victoria  Perkins,victoria.perkins@btinternet.com,+44 55 3969 5423,51,Gen X,W8 1QR,W8,2.0,VIP,Local,UK,15,2025-09-30,56138.0,Standard,SMS,False,,,342167.10000000003,18.0
CUST-003376,Emily U. Fisher,emily.fisher@outlook.com,,20,Gen Z,SW7 6XP,SW7,1.5,Regular,Local,UK,6,2025-11-30,86184.0,Bronze,Post,False,Ignored,VIP concierge requested,97372.35,26.0
CUST-003377,Eileen J. Parker,eileen.parker@gmail.com,,31,Millennial,SW3 5EW,SW3,0.8,VIP,Local,UK,24,2025-05-17,80631.0,,,True,Ignored,,136427.22,22.0
CUST-003378,George E. Smart,george.smart@gmail.com,+44 22 3092 3242,45,Gen X,SW7 8CW,SW7,1.5,VIP,Local,UK,18,2025-06-03,65411.0,Standard,Email,False,,VIP concierge requested,220805.7,11.0
CUST-003379,Gail R. Dawson,gail.dawson@gmail.com,,33,Millennial,SW5 1VH,SW5,3.2,Regular,Local,UK,3,2025-07-15,78659.0,Bronze,,True,,,9060.22,351.0
CUST-003380,Jonathan  Wallis,jonathan860@yahoo.co.uk,+44 53 9108 3214,41,Millennial,W8 6MJ,W8,2.0,VIP,Local,UK,15,2024-03-23,97607.0,Silver,Phone,True,Clicked,,59992.369999999995,20.0
CUST-003381,Anne  Stevenson,anne.stevenson@btinternet.com,+44 44 3695 9791,62,Boomer,NW3 8UU,NW3,6.5,Regular,Local,UK,3,2025-10-08,64963.0,Bronze,Phone,False,,Anniversary reminder set,64089.03999999999,7.0
CUST-003382,Alex  Butler,alex.butler@hotmail.co.uk,+44 74 3267 3576,37,Millennial,SW3 3NG,SW3,0.8,Regular,Local,UK,8,2024-11-08,76511.0,Bronze,Phone,True,Opened,,91915.98,2.0
CUST-003383,James M. Cooke,james.cooke@yahoo.co.uk,+44 41 7151 2643,61,Boomer,SW1 3RN,SW1,1.2,VIP,Local,UK,20,2024-01-26,93363.0,Bronze,Post,True,Opened,,139108.01,54.0
CUST-003384,Rhys  Thomas,rhys.thomas@hotmail.co.uk,+44 56 3348 5734,36,Millennial,SW6 9XF,SW6,4.8,Regular,Local,UK,2,2025-01-14,54004.0,Silver,Phone,True,Unsubscribed,,91047.29,86.0
CUST-003385,Charles H. Dean,charles.dean@btinternet.com,+44 59 9965 1591,55,Gen X,SW7 4CQ,SW7,1.5,Regular,Local,UK,6,2024-12-23,94673.0,Silver,SMS,False,Ignored,,216737.75,36.0
CUST-003386,Henry P. Thompson,henry.thompson@gmail.com,+44 61 8590 4645,45,Gen X,SW3 3MX,SW3,0.8,Regular,Local,UK,8,2025-06-29,112058.0,Standard,Phone,True,Ignored,,93521.04000000001,43.0
CUST-003387,Christian U. Fisher,christian.fisher@hotmail.co.uk,+44 34 4209 2250,30,Millennial,SW5 4YA,SW5,3.2,Regular,Local,UK,3,2025-01-25,69689.0,Standard,Email,False,,,107086.87000000001,26.0
CUST-003388,William  Taylor,william490@gmail.com,+44 43 2422 9845,58,Gen X,W1 2YU,W1,2.5,High Potential,Local,UK,4,2025-10-09,88596.0,Silver,Phone,False,,,50395.2,32.0
CUST-003389,Shane U. Shaw,shane.shaw@gmail.com,+44 23 4977 5266,33,Millennial,SW3 9GC,SW3,0.8,Regular,Local,UK,8,2024-05-15,91613.0,Silver,Phone,,Opened,,100437.83,40.0
CUST-003390,Josephine R. Rowe,josephine.rowe@outlook.com,+44 22 7501 9830,23,Gen Z,SW7 3IV,SW7,1.5,Regular,Local,UK,6,2024-10-17,62219.0,Standard,Email,True,Unsubscribed,,28112.269999999997,12.0
CUST-003391,Alice  Taylor,alice.taylor@hotmail.co.uk,+44 47 2615 3769,32,Millennial,W11 9OU,W11,4.2,Regular,Local,UK,3,2025-06-22,68971.0,Bronze,Email,True,,,20329.41,15.0
CUST-003392,Wayne N. Sharp,wayne.sharp@gmail.com,+44 32 3105 7366,40,Millennial,W6 4WR,W6,5.2,Regular,Local,UK,1,2025-02-09,28948.0,Standard,Phone,True,Clicked,,13586.29,93.0
CUST-003393,Victoria H. Farrell,victoria.farrell@yahoo.co.uk,+44 24 2601 7181,43,Gen X,SW7 7NZ,SW7,1.5,Regular,Local,UK,6,2025-12-19,96402.0,Gold,Post,False,,,90591.27,239.0
CUST-003394,James  Hayward,james.hayward@yahoo.co.uk,+44 79 8739 3479,47,Gen X,SW3 4SL,SW3,0.8,At Risk,Local,UK,8,2024-01-04,103015.0,Gold,,,,,40893.020000000004,100.0
CUST-003395,Melissa S. Shaw,melissa.shaw@gmail.com,+44 74 4109 2324,30,Millennial,SW7 9CM,SW7,1.5,VIP,Local,UK,18,2025-07-29,84022.0,Bronze,Phone,True,Opened,,94902.52,4.0
CUST-003396,Henry P. Freeman,henry.freeman@btinternet.com,+44 37 3642 9239,43,Gen X,SW3 1VL,SW3,0.8,Regular,Local,UK,8,2025-11-10,93258.0,Silver,SMS,True,Clicked,Referred by friend,73544.79000000001,39.0
CUST-003397,Charles Z. Walker,charles.walker@btinternet.com,+44 72 2548 1642,52,Gen X,SW3 3RD,SW3,0.8,VIP,Local,UK,24,2025-06-11,81425.0,Bronze,Email,True,Unsubscribed,,80102.99,143.0
CUST-003398,Elliot H. Khan,elliot.khan@hotmail.co.uk,+44 49 7641 7991,29,Millennial,SW10 1CI,SW10,3.8,Regular,Local,UK,2,2024-12-08,48109.0,Silver,,,Ignored,,10730.82,31.0
CUST-003399,George J. Miah,george.miah@btinternet.com,+44 35 3694 8747,65,Boomer,SW3 4DV,SW3,0.8,Regular,Local,UK,8,2024-01-14,99586.0,,SMS,True,Ignored,,142003.93,151.0
CUST-003400,Catherine L. Hunter,catherine.hunter@btinternet.com,+44 57 5476 6056,48,Gen X,W1 8CQ,W1,2.5,Regular,Local,UK,4,2025-03-01,69396.0,Bronze,Email,False,Opened,,5175137.0,56.0
CUST-003401,James Z. Fisher,james.fisher@yahoo.co.uk,,65,Boomer,SW1 7QA,SW1,1.2,Regular,Local,UK,7,2024-08-01,89399.0,Standard,Post,False,Unsubscribed,,66430.43000000001,75.0
CUST-003402,Elizabeth J. Barton,elizabeth.barton@btinternet.com,,48,Gen X,N1 9DO,N1,6.8,At Risk,Local,UK,2,2025-11-24,100012.0,Standard,Phone,True,Opened,Anniversary reminder set,29251.72,473.0
CUST-003403,Lauren L. Douglas,lauren.douglas@yahoo.co.uk,+44 38 3148 3362,32,Millennial,SW1 3JX,SW1,1.2,At Risk,Local,UK,7,2024-07-15,86191.0,Gold,,False,Opened,Anniversary reminder set,36542.34,38.0
CUST-003404,James  Spencer,james.spencer@gmail.com,+44 60 3479 6851,78,Boomer,SW7 1NZ,SW7,1.5,High Potential,Local,UK,6,2025-09-23,83793.0,Standard,Post,True,Opened,,35483.08,93.0
CUST-003405,Angela H. Yates,angela.yates@gmail.com,+44 58 7748 5280,400,Millennial,SW1 1CD,SW1,1.2,High Potential,Local,UK,7,2024-10-25,103726.0,Gold,Phone,False,Unsubscribed,,192079.90000000002,151.0
CUST-003406,Lewis K. Smith,lewis.smith@gmail.com,+44 64 7996 2876,32,Millennial,W11 7JQ,W11,4.2,Regular,Local,UK,3,2025-01-22,64226.0,Standard,SMS,False,Unsubscribed,,8625.91,63.0
CUST-003407,Carole B. Johnston,carole.johnston@icloud.com,+44 50 8453 5872,24,Gen Z,SW1 1RL,SW1,1.2,High Potential,Local,UK,7,2025-01-23,56052.0,Bronze,Phone,False,Unsubscribed,,48578.0,86.0
CUST-003408,William R. Wright,william112@btinternet.com,+44 35 6931 3608,49,Gen X,SW1 4JR,SW1,1.2,Regular,Local,UK,7,2024-10-21,80492.0,Gold,Phone,True,Clicked,,20139.3,69.0
CUST-003409,Charlotte L. Davies,charlotte.davies@yahoo.co.uk,+44 72 8786 3203,52,Gen X,SW1 1LG,SW1,1.2,Regular,Local,UK,7,2024-02-20,92973.0,Standard,Phone,True,,,132630.91999999998,142.0
CUST-003410,Gemma G. Woodward,gemma.woodward@yahoo.co.uk,+44 28 2457 6904,36,Millennial,SW10 1XE,SW10,3.8,Regular,Local,UK,2,2025-03-15,11282.0,Silver,Post,False,Clicked,,16650.92,129.0
CUST-003411,Carly O. Webster,carly.webster@gmail.com,+44 37 9900 1882,-33,Millennial,SW6 2ER,SW6,4.8,At Risk,Local,UK,2,2025-09-18,39373.0,Standard,SMS,False,,,24324.14,16.0
CUST-003412,Benjamin F. Hartley,benjamin.hartley@outlook.com,,24,Gen Z,SW6 2QJ,SW6,4.8,Regular,Local,UK,2,2024-06-17,25893.0,Bronze,Post,True,Ignored,,4013.0099999999998,264.0
CUST-003413,Anne S. Hawkins,anne.hawkins@btinternet.com,+44 53 9073 1974,44,Gen X,W1 8KK,W1,2.5,VIP,Local,UK,12,2025-10-14,75512.0,Gold,Post,False,,,84523.94,5.0
CUST-003414,Edward W. Armstrong,edward.armstrong@btinternet.com,+44 32 6307 5867,45,Gen X,SW3 9SY,SW3,0.8,High Potential,Local,UK,8,2024-07-30,86567.0,Silver,Phone,False,,,151565.6,2.0
CUST-003415,Catherine B. Miller,catherine.miller@btinternet.com,+44 77 7481 7869,57,Gen X,W8 1FG,W8,2.0,Regular,Local,UK,5,2025-09-12,91043.0,Gold,SMS,False,Unsubscribed,,68654.0,47.0
CUST-003416,Janet N. Stephens,janet344@gmail.com,+44 37 4082 5484,41,Millennial,SW1 4MO,SW1,1.2,Regular,Local,UK,7,2025-07-26,111516.0,Gold,SMS,True,,,54588.659999999996,4.0
CUST-003417,Catherine T. Bailey,catherine.bailey@btinternet.com,+44 76 5991 2758,46,Gen X,SW6 6RJ,SW6,4.8,Regular,Local,UK,2,2024-08-25,58311.0,Bronze,Email,True,Clicked,,100933.05,3.0
CUST-003418,Cameron Y. Davies,cameron.davies@gmail.com,,29,Millennial,W6 7SH,W6,5.2,Regular,Local,UK,1,2024-06-25,27783.0,Silver,Phone,True,,,14083.62,170.0
CUST-003419,Christine O. Brown,christine.brown@gmail.com,+44 43 9367 2561,22,Gen Z,W11 7QV,W11,4.2,Regular,Local,UK,3,2025-07-18,80328.0,Bronze,Email,True,Unsubscribed,,8835.23,5.0
CUST-003420,Hayley N. Clarke,hayley.clarke@yahoo.co.uk,,35,Millennial,W8 5BW,W8,2.0,Regular,Local,UK,5,2024-05-22,79845.0,Bronze,SMS,True,Clicked,,100228.33,131.0
CUST-003421,James Y. Pugh,james.pugh@yahoo.co.uk,+44 55 8174 2096,50,Gen X,SW3 3DI,SW3,0.8,Regular,Local,UK,8,2024-01-19,70944.0,Gold,SMS,False,Clicked,,114339.44,13.0
CUST-003422,Catherine  Smith,catherine.smith@yahoo.co.uk,+44 68 7904 5971,44,Gen X,W8 8YY,W8,2.0,Regular,Local,UK,5,2025-02-17,83153.0,Standard,,False,Clicked,,28793.05,215.0
CUST-003423,Natasha Z. Walker,natasha.walker@yahoo.co.uk,+44 29 7089 2088,36,Millennial,E14 7AX,E14,8.2,VIP,Local,UK,5,2024-07-02,79982.0,Silver,Email,True,Ignored,Anniversary reminder set,13051.45,147.0
CUST-003424,Wayne V. James,wayne.james@yahoo.co.uk,+44 24 5490 9841,31,Millennial,NW3 2UW,NW3,6.5,Regular,Local,UK,3,2024-02-13,85873.0,,SMS,False,Clicked,,2534.4,194.0
CUST-003425,Albert  Todd,albert.todd@yahoo.co.uk,+44 37 3037 2730,32,Millennial,SW10 3SX,SW10,3.8,High Potential,Local,UK,2,2024-07-19,51010.0,Silver,Post,False,,Prefers morning appointments,32718.550000000003,3.0
CUST-003426,Jasmine  Ali,jasmine.ali@hotmail.co.uk,+44 36 7947 1450,33,Millennial,SE1 4JG,SE1,5.5,Regular,Local,UK,1,2025-08-26,77369.0,Gold,Phone,True,,,162782.0,79.0
CUST-003427,Charlotte P. Knowles,charlotte.knowles@btinternet.com,,47,Gen X,SW1 4BD,SW1,1.2,Regular,Local,UK,7,2025-10-07,99027.0,Silver,,False,Unsubscribed,,29655.96,81.0
CUST-003428,Anne  Newman,anne.newman@yahoo.co.uk,+44 34 2280 3849,49,Gen X,SW10 9YS,SW10,3.8,Regular,Local,UK,2,2024-09-07,46746.0,,Post,False,Ignored,,26505.63,82.0
CUST-003429,Sean Q. Walker,sean.walker@yahoo.co.uk,+44 62 4424 9777,40,Millennial,SW7 2IT,SW7,1.5,VIP,Local,UK,18,2025-06-24,82424.0,Bronze,Email,True,,,240416.30000000002,113.0
CUST-003430,Catherine D. Robinson,catherine.robinson@btinternet.com,+44 54 8963 1996,52,Gen X,SW3 3ZV,SW3,0.8,Regular,Local,UK,8,2024-03-22,119556.0,Standard,Phone,True,Clicked,,358473.81,41.0
CUST-003431,Nigel Y. Tucker,nigel.tucker@gmail.com,,20,Gen Z,SW3 7UH,SW3,0.8,VIP,Local,UK,24,2025-04-10,83548.0,Silver,Email,False,Clicked,,49096.01,19.0
CUST-003432,Charles R. Morley,charles.morley@btinternet.com,+44 47 6925 7068,49,Gen X,W8 6DS,W8,2.0,VIP,Local,UK,15,2024-03-11,84784.0,Gold,,False,,,148107.65,71.0
CUST-003433,William W. Clark,william.clark@yahoo.co.uk,+44 25 8008 2539,65,Boomer,SW3 6XQ,SW3,0.8,At Risk,Local,UK,8,2025-06-03,92090.0,Standard,Email,True,Clicked,,105293.22,6.0
CUST-003434,Lawrence  Dickinson,lawrence.dickinson@gmail.com,+44 29 3568 5366,31,Millennial,SW3 5KQ,SW3,0.8,VIP,Local,UK,24,2025-07-02,106116.0,Standard,Email,False,Clicked,,186661.21,3.0
CUST-003435,Jonathan K. Adams,jonathan.adams@gmail.com,+44 50 4783 8259,42,Millennial,SW7 3JI,SW7,1.5,VIP,Local,UK,18,2024-12-05,77420.0,Standard,Post,False,Ignored,,86052.27,36.0
CUST-003436,Victoria F. Wilson,victoria.wilson@yahoo.co.uk,,46,Gen X,SW3 7YU,SW3,0.8,Regular,Local,UK,8,2024-12-18,89999.0,Standard,Phone,True,Opened,,176715.33000000002,-235.0
CUST-003437,Jeremy Q. Douglas,jeremy.douglas@gmail.com,+44 64 6895 2217,41,Millennial,SW3 4JN,SW3,0.8,At Risk,Local,UK,8,2025-08-26,96205.0,Gold,,True,,,80158.8,8.0
CUST-003438,Laura  Johnson,laura.johnson@hotmail.co.uk,+44 26 1001 4113,34,Millennial,W6 7EE,W6,5.2,Regular,Local,UK,1,2025-12-03,43751.0,Gold,Email,True,,,21090.64,5.0
CUST-003439,Irene R. Stone,irene.stone@gmail.com,+44 34 9547 5957,40,Millennial,SW3 6VO,SW3,0.8,Regular,Local,UK,8,2024-06-26,125467.0,Bronze,SMS,True,Unsubscribed,,197573.52000000002,-1.0
CUST-003440,Toby  Ferguson,toby889@gmail.com,+44 69 6637 8838,40,Millennial,SW7 8IX,SW7,1.5,High Potential,Local,UK,6,2025-05-21,78292.0,Gold,Post,True,Unsubscribed,Prefers morning appointments,44125.13,27.0
CUST-003441,Danny O. Black,danny.black@gmail.com,+44 45 5329 6822,18,Gen Z,SW10 5EN,SW10,3.8,High Potential,Local,UK,2,2025-03-14,63557.0,Standard,Phone,True,Unsubscribed,Referred by friend,28834.05,22.0
CUST-003442,Marc  Lloyd,marc.lloyd@icloud.com,+44 24 3882 7109,18,Gen Z,SW1 2HU,SW1,1.2,Regular,Local,UK,7,2025-04-07,73343.0,Gold,Post,False,Ignored,,54447.18,105.0
CUST-003443,Jenna  Murphy,jenna.murphy@icloud.com,+44 75 5629 3813,21,Gen Z,W1 7YT,W1,2.5,VIP,Local,UK,12,2024-06-01,73713.0,Silver,Post,True,Opened,,27211.05,13.0
CUST-003444,Catherine K. Morley,catherine.morley@yahoo.co.uk,+44 67 5621 4187,44,Gen X,W8 2JF,W8,2.0,Regular,Local,UK,5,2025-11-18,71158.0,Gold,Post,True,,,39932.33,105.0
CUST-003445,Anne U. Harrison,anne.harrison@yahoo.co.uk,+44 22 2991 8239,57,Gen X,SW3 1ZC,SW3,0.8,Regular,Local,UK,8,2025-08-02,97669.0,Bronze,Email,True,,,53517.34,50.0
CUST-003446,Elizabeth C. Hall,elizabeth.hall@gmail.com,+44 76 5851 2047,56,Gen X,SE1 8AX,SE1,5.5,High Potential,Local,UK,1,2025-04-19,19684.0,,Phone,False,Unsubscribed,,3213.08,451.0
CUST-003447,William N. Lewis,william.lewis@gmail.com,+44 49 3406 2932,49,Gen X,SW3 4RQ,SW3,0.8,Regular,Local,UK,8,2024-02-26,98762.0,Standard,Phone,True,Clicked,,43077.42,46.0
CUST-003448,Anne  Anderson,anne.anderson@gmail.com,+44 43 8242 7341,51,Gen X,SW3 9LB,SW3,0.8,Regular,Local,UK,8,2024-08-08,109663.0,Bronze,SMS,True,,,204702.38,60.0
CUST-003449,Catherine E. Webb,catherine.webb@gmail.com,+44 38 6116 4676,52,Gen X,SE1 6VU,SE1,5.5,High Potential,Local,UK,1,2024-07-26,74275.0,Silver,Email,False,Clicked,,92092.69,209.0
CUST-003450,Victoria  Bradley,victoria.bradley@yahoo.co.uk,+44 20 9477 5798,74,Boomer,SW3 1ZQ,SW3,0.8,VIP,Local,UK,24,2024-04-21,99518.0,Standard,Email,False,Clicked,,349961.33,4.0
CUST-003451,Shannon G. Palmer,shannon.palmer@gmail.com,+44 54 5162 2332,39,Millennial,SW3 8PV,SW3,0.8,Regular,Local,UK,8,2025-04-21,127659.0,Silver,Email,True,Clicked,,82372.65000000001,57.0
CUST-003452,Bryan  Macdonald,bryan.macdonald@yahoo.co.uk,+44 71 7516 5094,31,Millennial,E14 4UP,E14,8.2,Regular,Local,UK,2,2025-07-30,65917.0,Silver,Phone,True,Unsubscribed,,4332.49,443.0
CUST-003453,Margaret  Murray,margaret235@btinternet.com,+44 69 7634 8496,54,Gen X,SW3 7MZ,SW3,0.8,Regular,Local,UK,8,2024-06-26,86421.0,Standard,SMS,False,Unsubscribed,,165705.12,131.0
CUST-003454,Keith  Baker,keith.baker@gmail.com,+44 43 9077 1672,37,Millennial,NW3 9GT,NW3,6.5,At Risk,Local,UK,3,2025-04-07,96883.0,,Phone,True,Opened,,11900.010000000002,57.0
CUST-003455,Catherine S. Hussain,catherine.hussain@gmail.com,+44 58 7604 3518,47,Gen X,SW5 8GT,SW5,3.2,At Risk,Local,UK,3,2025-07-21,69860.0,Gold,SMS,False,Opened,,140935.83,5.0
CUST-003456,William L. Webster,william.webster@yahoo.co.uk,+44 40 5919 9878,45,Gen X,W6 8BL,W6,5.2,High Potential,Local,UK,1,2024-09-11,55893.0,Gold,SMS,False,Unsubscribed,,1382.32,623.0
CUST-003457,Anne Y. Hart,anne.hart@yahoo.co.uk,+44 53 3056 9071,60,Boomer,W6 2ZN,W6,5.2,Regular,Local,UK,1,2025-07-30,49658.0,Gold,Phone,True,,,5783.42,14.0
CUST-003458,Gary E. Hill,gary.hill@hotmail.co.uk,+44 72 5357 3601,27,Millennial,SW1 4CC,SW1,1.2,VIP,Local,UK,20,2024-01-08,97222.0,Gold,,False,,,305072.06,10.0
CUST-003459,Catherine X. Pope,catherine.pope@btinternet.com,+44 32 4487 9042,60,Boomer,SW1 6TO,SW1,1.2,VIP,Local,UK,20,2025-03-22,49711.0,Standard,Phone,False,Opened,,553450.96,250.0
CUST-003460,Allan E. Garner,allan.garner@gmail.com,+44 28 8959 5386,35,Millennial,SW7 3QI,SW7,1.5,Regular,Local,UK,6,2025-05-11,74635.0,Gold,SMS,False,,,187807.07,23.0
CUST-003461,Charles  Chapman,charles.chapman@yahoo.co.uk,+44 36 2928 4759,61,Boomer,SW3 7BD,SW3,0.8,Regular,Local,UK,8,2024-05-26,100949.0,,,True,Unsubscribed,,262599.12,4.0
CUST-003462,Frederick J. Stokes,frederick.stokes@hotmail.co.uk,+44 24 5267 9525,35,Millennial,,SW3,0.8,High Potential,Local,UK,8,2025-12-04,110989.0,,Email,False,Ignored,,58483.11,11.0
CUST-003463,Jordan R. Bell,,+44 50 6281 1354,21,Gen Z,W6 3BY,W6,5.2,Regular,Local,UK,1,2025-07-27,34149.0,Bronze,Phone,True,Unsubscribed,,82965.47,272.0
CUST-003464,George  Sanders,george.sanders@gmail.com,+44 48 6502 5241,45,Gen X,W8 7JT,W8,2.0,High Potential,Local,UK,5,2025-10-15,101161.0,Standard,Email,True,Unsubscribed,,53846.2,162.0
CUST-003465,Karen T. James,karen23@yahoo.co.uk,+44 43 9597 7307,35,Millennial,SW3 7HV,SW3,0.8,VIP,Local,UK,24,2024-11-19,122045.0,Bronze,Post,False,Clicked,,661876.24,92.0
CUST-003466,Edward C. Edwards,edward.edwards@btinternet.com,+44 56 7163 5057,49,Gen X,W8 8ZU,W8,2.0,Regular,Local,UK,5,2024-06-19,78618.0,Silver,,True,Ignored,,203258.90000000002,10.0
CUST-003467,Joe A. Hall,joe.hall@yahoo.co.uk,+44 25 2222 7983,35,Millennial,SW3 7QA,SW3,0.8,Regular,Local,UK,8,2025-05-19,82686.0,,Phone,False,Unsubscribed,Prefers morning appointments,165737.84,45.0
CUST-003468,Catherine C. Finch,catherine.finch@gmail.com,+44 62 2065 5948,70,Boomer,SW7 2PS,SW7,1.5,Regular,Local,UK,6,2025-02-21,92034.0,Gold,SMS,False,,,15327.77,45.0
CUST-003469,Margaret Q. Dawson,margaret.dawson@yahoo.co.uk,+44 50 5509 2477,44,Gen X,W8 7FQ,W8,2.0,Regular,Local,UK,5,2024-11-11,57150.0,Silver,SMS,True,Ignored,VIP concierge requested,26234.579999999998,37.0
CUST-003470,Bradley B. Foster,bradley.foster@hotmail.co.uk,+44 52 7681 3302,38,Millennial,SW7 1EY,SW7,1.5,Regular,Local,UK,6,2025-04-23,87627.0,Silver,Post,True,,,70279.04999999999,53.0
CUST-003471,Margaret L. Hudson,margaret.hudson@yahoo.co.uk,+44 57 6488 4754,45,Gen X,SW3 2NJ,SW3,0.8,VIP,Local,UK,24,2025-11-03,108338.0,Silver,Post,False,Opened,,125594.13,22.0
CUST-003472,Charlotte F. Davies,charlotte.davies@btinternet.com,+44 41 5976 2124,66,Boomer,E14 1PA,E14,8.2,High Potential,Local,UK,2,2025-01-02,87684.0,,,True,,,12504.04,209.0
CUST-003473,Carol  Douglas,carol.douglas@yahoo.co.uk,+44 79 8307 2493,29,Millennial,E14 5YV,E14,8.2,High Potential,Local,UK,2,2025-02-20,40233.0,Gold,Post,True,Unsubscribed,,18985.15,12.0
CUST-003474,Mathew  Roberts,mathew.roberts@gmail.com,+44 59 6248 3559,31,Millennial,E14 1RV,E14,8.2,At Risk,Local,UK,2,2024-10-10,47795.0,Bronze,Email,False,Unsubscribed,Prefers morning appointments,4078.37,25.0
CUST-003475,Frances  Hewitt,frances.hewitt@hotmail.co.uk,,41,Millennial,SW10 3LA,SW10,3.8,At Risk,Local,UK,2,2024-11-21,30282.0,Standard,SMS,True,,,13493.25,68.0
CUST-003476,Ross G. Nolan,ross.nolan@hotmail.co.uk,+44 31 7749 6679,34,Millennial,N1 8NN,N1,6.8,Regular,Local,UK,2,2025-12-17,39805.0,Standard,,False,,,18093.73,10.0
CUST-003477,Chloe P. Taylor,chloe.taylor@gmail.com,+44 25 2526 7981,41,Millennial,SW7 1SS,SW7,1.5,Regular,Local,UK,6,2025-10-14,81375.0,,SMS,True,Ignored,,78488.98,50.0
CUST-003478,Margaret L. Morgan,margaret787@btinternet.com,+44 60 3430 3032,43,Gen X,SW11 1OM,SW11,5.0,Regular,Local,UK,2,2025-04-22,55468.0,Gold,SMS,,Unsubscribed,,12883.970000000001,231.0
